,County-equivalent,State,Per capitaincome,Medianhouseholdincome,Medianfamilyincome,Population,Number ofhouseholds,fips
825,Rutland,Vermont,26205.0,49271.0,61516.0,"61,270","25,754",50021
826,Greene,Iowa,26205.0,45865.0,57150.0,"9,255","3,969",19073
827,Charles City County,Virginia,26198.0,48428.0,58893.0,"7,205","2,850",51036
828,Leon,Florida,26196.0,46369.0,68516.0,"278,624","110,377",12073
829,Hyde,South Dakota,26195.0,47813.0,67292.0,"1,387",549,46069
830,Lincoln,Nebraska,26188.0,48158.0,62464.0,"36,128","15,067",31111
831,Worth,Iowa,26187.0,50476.0,60159.0,"7,562","3,197",19195
832,Guadalupe,Texas,26184.0,61958.0,71325.0,"135,940","46,409",48187
833,Harrison,Iowa,26184.0,54583.0,67468.0,"14,729","5,996",19085
834,Potter,South Dakota,26180.0,44556.0,53750.0,"2,323","1,051",46107
835,Cole,Missouri,26160.0,53931.0,66712.0,"76,228","29,302",29051
836,Buncombe,North Carolina,26159.0,44713.0,56616.0,"241,801","100,838",37021
837,Duval,Florida,26143.0,48323.0,59238.0,"872,598","330,897",12031
838,Hancock,Ohio,26139.0,49589.0,64032.0,"75,239","30,610",39063
839,Ransom,North Dakota,26137.0,49788.0,66076.0,"5,472","2,283",38073
840,Erie,Ohio,26135.0,46498.0,60856.0,"76,634","31,972",39043
841,Ohio County,West Virginia,26135.0,41025.0,57865.0,"44,156","18,553",54069
842,Sheboygan,Wisconsin,26126.0,52920.0,65968.0,"115,235","46,312",55117
843,Dawson,Montana,26126.0,50405.0,63551.0,"9,132","3,885",30021
844,Golden Valley,North Dakota,26113.0,36100.0,64821.0,"1,698",754,38033
845,Hutchinson,South Dakota,26110.0,42451.0,59403.0,"7,239","2,937",46067
846,Beaver,Oklahoma,26109.0,51422.0,60483.0,"5,605","2,108",40007
847,Salt Lake,Utah,26103.0,60555.0,70215.0,"1,048,314","344,089",49035
848,Franklin,Iowa,26102.0,48355.0,54625.0,"10,623","4,358",19069
849,Franklin,Nebraska,26095.0,43011.0,56875.0,"3,181","1,398",31061
850,Stearns,Minnesota,26065.0,54551.0,69196.0,"151,053","56,737",27145
851,Renville,Minnesota,26062.0,50802.0,58599.0,"15,499","6,400",27129
852,Jackson,Missouri,26062.0,47015.0,60580.0,"675,641","271,545",29095
853,Winchester City,Virginia,26060.0,44200.0,56967.0,"26,587","10,393",51840
854,Nelson,Virginia,26059.0,48789.0,59191.0,"14,940","6,404",51125
855,Shawnee,Kansas,26057.0,48451.0,63230.0,"178,378","72,584",20177
856,Perry,Pennsylvania,26048.0,57375.0,66005.0,"45,808","18,173",42099
858,Koochiching,Minnesota,26045.0,41108.0,56065.0,"13,251","6,134",27071
859,Davis,Utah,26035.0,69707.0,76888.0,"311,886","95,238",49011
860,Lorain,Ohio,26030.0,51816.0,63212.0,"301,720","116,705",39093
861,Lyon,Minnesota,26028.0,49594.0,70016.0,"25,703","10,083",27083
862,Hand,South Dakota,26027.0,47679.0,59671.0,"3,433","1,429",46059
863,Woods,Oklahoma,26022.0,51619.0,65064.0,"8,849","3,439",40151
865,Big Stone,Minnesota,26019.0,46313.0,56012.0,"5,209","2,347",27011
866,Chippewa,Minnesota,25993.0,49434.0,64608.0,"12,272","5,093",27023
867,Niagara,New York,25991.0,47955.0,63523.0,"215,465","88,376",36063
868,Sauk,Wisconsin,25988.0,52140.0,65561.0,"62,353","25,206",55111
869,Story,Iowa,25986.0,50516.0,76860.0,"90,750","35,196",19169
870,Marshall,Illinois,25975.0,51504.0,62827.0,"12,454","5,021",17123
871,Clinton,Iowa,25966.0,49559.0,63452.0,"48,896","20,008",19045
872,Saline,Arkansas,25962.0,55348.0,66936.0,"109,844","41,287",05125
873,Wood,Wisconsin,25961.0,47685.0,60258.0,"74,469","32,037",55141
874,McCracken,Kentucky,25957.0,44898.0,57709.0,"65,610","27,037",21145
875,Waupaca,Wisconsin,25956.0,50822.0,61581.0,"52,300","21,388",55135
876,Carbon,Wyoming,25947.0,55347.0,65402.0,"15,809","6,077",56007
877,St. Louis County,Minnesota,25946.0,46517.0,63168.0,"200,327","85,238",27137
878,Tuolumne,California,25943.0,48426.0,59152.0,"54,728","22,025",06109
879,Oconto,Wisconsin,25941.0,51615.0,62599.0,"37,531","15,701",55083
880,Monroe,Michigan,25939.0,53972.0,65363.0,"151,408","58,702",26115
881,Jackson,Colorado,25936.0,43606.0,60714.0,"1,371",648,08057
882,Morgan,Georgia,25933.0,47729.0,55030.0,"17,870","6,513",13211
883,Gwinnett,Georgia,25932.0,60445.0,66432.0,"825,911","266,952",13135
884,Garfield,Montana,25921.0,45096.0,59423.0,"1,145",465,30033
885,Walworth,South Dakota,25915.0,41826.0,59449.0,"5,477","2,342",46129
886,San Benito,California,25914.0,66237.0,71425.0,"56,115","16,995",06069
887,Henderson,Illinois,25902.0,49389.0,60066.0,"7,186","3,202",17071
888,Wheeler,Nebraska,25898.0,38807.0,53015.0,869,379,31183
889,Chelan,Washington,25893.0,51354.0,61230.0,"73,047","27,220",53007
890,Kent,Michigan,25889.0,51667.0,63176.0,"609,544","229,373",26081
891,Boone,Illinois,25888.0,60893.0,67049.0,"54,068","17,938",17007
892,Austin,Texas,25884.0,53265.0,64760.0,"28,573","10,615",48015
893,Ida,Iowa,25869.0,43449.0,58470.0,"7,099","3,182",19093
894,Clay,Texas,25867.0,53776.0,66788.0,"10,651","4,216",48077
895,Clallam,Washington,25865.0,46033.0,59169.0,"71,731","30,814",53009
896,Otoe,Nebraska,25855.0,50881.0,63841.0,"15,727","6,438",31131
897,Currituck,North Carolina,25854.0,57159.0,66626.0,"23,880","9,121",37053
898,Pottawattamie,Iowa,25847.0,51304.0,63669.0,"92,962","36,460",19155
899,Monongalia,West Virginia,25846.0,44173.0,68101.0,"98,483","36,449",54061
900,Walton,Florida,25845.0,43640.0,56484.0,"56,590","22,639",12131
901,Lincoln,Wyoming,25834.0,64205.0,71523.0,"18,100","6,245",56023
902,Brown,Indiana,25833.0,51568.0,59221.0,"15,128","5,889",18013
903,Wright,Iowa,25827.0,45205.0,59070.0,"13,092","5,367",19197
904,Manitowoc,Wisconsin,25825.0,48881.0,63889.0,"81,098","34,067",55071
905,Sanborn,South Dakota,25823.0,48384.0,62583.0,"2,348","1,051",46111
906,Hampden,Massachusetts,25817.0,49094.0,61474.0,"465,144","177,990",25013
907,Lincoln,Washington,25816.0,47195.0,60478.0,"10,481","4,457",53043
908,Hancock,Iowa,25814.0,50105.0,60921.0,"11,243","4,648",19081
909,Banner,Nebraska,25814.0,36875.0,51750.0,816,330,31007
910,Barton,Kansas,25800.0,44981.0,56250.0,"27,602","11,491",20009
911,Polk,Minnesota,25790.0,50695.0,64911.0,"31,522","12,663",27119
912,Flathead,Montana,25790.0,46581.0,56284.0,"91,536","36,901",30029
913,Sibley,Minnesota,25789.0,54017.0,64750.0,"15,146","6,090",27143
914,Valley,Idaho,25785.0,50473.0,60100.0,"9,698","3,519",16085
915,Morgan,Indiana,25781.0,55354.0,63148.0,"69,217","25,621",18109
916,Wasatch,Utah,25777.0,65050.0,70303.0,"24,542","7,602",49051
917,Edmunds,South Dakota,25775.0,49831.0,65179.0,"4,051","1,589",46045
918,Kingfisher,Oklahoma,25773.0,54666.0,61528.0,"15,069","5,733",40073
919,Kennebec,Maine,25770.0,46808.0,59915.0,"121,757","51,719",23011
920,Calhoun,Iowa,25766.0,44484.0,55234.0,"9,952","4,356",19025
921,Missoula,Montana,25764.0,46117.0,62988.0,"110,243","45,523",30063
922,Richland,South Carolina,25763.0,48359.0,62935.0,"389,708","143,874",45079
923,Custer,Colorado,25761.0,32427.0,50000.0,"4,245","2,048",08027
924,Kalamazoo,Michigan,25757.0,45775.0,62159.0,"252,763","100,072",26077
925,Haakon,South Dakota,25754.0,47198.0,64120.0,"1,944",807,46055
926,Polk,Wisconsin,25751.0,48538.0,58842.0,"43,905","18,266",55095
927,Perkins,South Dakota,25751.0,38362.0,56429.0,"2,943","1,364",46105
928,Swift,Minnesota,25750.0,48026.0,64250.0,"9,678","4,315",27151
929,Plaquemines,Louisiana,25748.0,55138.0,66800.0,"23,385","8,615",22075
930,Franklin,Pennsylvania,25741.0,52637.0,63117.0,"150,594","58,273",42055
932,Cedar,Nebraska,25738.0,48038.0,58542.0,"8,790","3,529",31027
933,Waseca,Minnesota,25723.0,53657.0,66173.0,"19,046","7,328",27161
934,Caroline,Virginia,25718.0,57218.0,64258.0,"28,757","10,680",51033
935,Champaign,Illinois,25713.0,45808.0,69554.0,"202,428","79,137",17019
936,LaSalle,Illinois,25709.0,52640.0,64693.0,"113,295","44,257",17099
937,Greene,New York,25700.0,49655.0,60571.0,"48,928","18,365",36039
938,Harding,New Mexico,25686.0,34063.0,49167.0,687,261,35021
939,Valley,Montana,25685.0,47181.0,58668.0,"7,465","3,248",30105
941,Clatsop,Oregon,25680.0,44683.0,54849.0,"37,157","15,749",41007
942,Henderson,North Carolina,25670.0,44815.0,57062.0,"107,583","45,246",37089
943,Freeborn,Minnesota,25668.0,44683.0,58220.0,"31,129","13,230",27047
944,Meeker,Minnesota,25665.0,53904.0,63881.0,"23,197","9,288",27093
945,Wise,Texas,25663.0,56005.0,63661.0,"59,894","20,487",48497
946,Ellis,Texas,25662.0,61952.0,69685.0,"152,020","51,016",48139
947,Spokane,Washington,25661.0,49233.0,62589.0,"473,832","187,572",53063
948,Roseau,Minnesota,25650.0,50759.0,59226.0,"15,587","6,402",27135
949,Redwood,Minnesota,25649.0,47447.0,60685.0,"15,942","6,507",27127
951,Rockbridge,Virginia,25638.0,48313.0,59165.0,"22,345","9,234",51163
952,Jessamine,Kentucky,25637.0,49024.0,58733.0,"49,112","18,012",21113
953,Watonwan,Minnesota,25635.0,49698.0,61064.0,"11,173","4,445",27165
954,Smith,Texas,25626.0,47432.0,60259.0,"212,227","78,459",48423
955,Jefferson,Wisconsin,25625.0,53454.0,67058.0,"83,985","32,137",55055
956,Camden,North Carolina,25620.0,56607.0,70025.0,"10,037","3,580",37029
957,Logan,Oklahoma,25620.0,53591.0,66917.0,"42,871","14,927",40083
958,Sedgwick,Kansas,25603.0,49865.0,63042.0,"500,768","192,651",20173
959,Newton,Indiana,25594.0,50262.0,57870.0,"14,151","5,374",18111
960,Lackawanna,Pennsylvania,25594.0,46044.0,59573.0,"214,275","85,769",42069
961,Boone,Nebraska,25590.0,45246.0,59278.0,"5,441","2,242",31011
962,Dubois,Indiana,25589.0,54780.0,66988.0,"42,103","15,890",18037
963,Codington,South Dakota,25582.0,47214.0,63037.0,"27,439","11,566",46029
964,Adams,Nebraska,25571.0,49440.0,65286.0,"31,367","12,578",31001
965,Adair,Iowa,25564.0,47892.0,60232.0,"7,588","3,295",19001
966,Hardin,Texas,25559.0,53013.0,64383.0,"54,945","20,633",48199
967,Pocahontas,Iowa,25556.0,44073.0,56607.0,"7,243","3,227",19151
968,Lincoln,North Carolina,25550.0,48940.0,60059.0,"78,761","29,994",37109
969,Shelby,Tennessee,25549.0,46250.0,57213.0,"932,919","343,517",47157
970,Centre,Pennsylvania,25545.0,50336.0,70654.0,"154,460","57,197",42027
971,Gray,Kansas,25537.0,57808.0,63875.0,"6,012","2,066",20069
972,Republic,Kansas,25531.0,39572.0,52944.0,"4,919","2,274",20157
973,Alpine,California,25527.0,58636.0,76645.0,"1,165",394,06003
974,Trigg,Kentucky,25527.0,45629.0,53893.0,"14,289","5,935",21221
975,Liberty,Montana,25522.0,44493.0,58438.0,"2,357",847,30051
976,Augusta,Virginia,25519.0,52027.0,60614.0,"73,726","27,999",51015
977,Uinta,Wyoming,25513.0,58515.0,73060.0,"21,040","7,290",56041
978,Monroe,Pennsylvania,25494.0,57408.0,65433.0,"168,947","58,875",42089
980,Isanti,Minnesota,25482.0,57353.0,68053.0,"38,078","13,860",27059
981,Putnam,Ohio,25481.0,61192.0,72075.0,"34,339","13,022",39137
982,Marion,Iowa,25477.0,54723.0,69241.0,"33,318","12,691",19125
983,Weld,Colorado,25468.0,57180.0,66840.0,"258,780","90,465",08123
984,Jersey,Illinois,25467.0,53954.0,63789.0,"22,850","8,752",17083
985,Fillmore,Nebraska,25460.0,48464.0,60897.0,"5,818","2,444",31059
986,Becker,Minnesota,25455.0,50214.0,59844.0,"32,800","13,476",27005
987,Lincoln,New Mexico,25449.0,43014.0,49213.0,"20,359","8,685",35027
988,Ford,Illinois,25448.0,48866.0,60799.0,"13,991","5,651",17053
989,Cass,Iowa,25448.0,43481.0,52403.0,"13,793","6,081",19029
990,Ohio County,Indiana,25443.0,50377.0,59539.0,"6,075","2,422",18115
991,Shackelford,Texas,25436.0,47277.0,56875.0,"3,362","1,445",48417
992,Carroll,Iowa,25430.0,48361.0,64495.0,"20,732","8,626",19027
993,Wallace,Kansas,25429.0,47454.0,59038.0,"1,568",611,20199
994,McIntosh,North Dakota,25427.0,36066.0,50887.0,"2,791","1,308",38051
995,Pawnee,Nebraska,25426.0,37321.0,49191.0,"2,759","1,314",31133
996,Lee,Illinois,25409.0,50060.0,62194.0,"35,535","13,504",17103
997,Turner,South Dakota,25406.0,51925.0,62026.0,"8,344","3,461",46125
998,Genesee,New York,25403.0,49922.0,62864.0,"59,872","23,884",36037
999,Clark,Kansas,25385.0,41129.0,52083.0,"2,188",932,20025
1000,Blue Earth,Minnesota,25380.0,49935.0,68864.0,"64,504","24,476",27013
1001,Wicomico,Maryland,25378.0,51092.0,59379.0,"99,683","36,405",24045
1002,Bayfield,Wisconsin,25377.0,44944.0,55654.0,"15,071","6,964",55007
1003,Meade,South Dakota,25375.0,49324.0,58193.0,"25,914","10,083",46093
1004,White,Illinois,25375.0,42914.0,56110.0,"14,630","6,240",17193
1006,Ottawa,Michigan,25371.0,56453.0,67166.0,"267,017","94,666",26139
1007,Steuben,New York,25371.0,47476.0,56903.0,"98,951","41,503",36101
1008,Rice,Minnesota,25370.0,59915.0,72133.0,"64,585","22,299",27131
1009,Miami,Ohio,25369.0,52040.0,61644.0,"102,867","41,239",39109
1010,Decatur,Tennessee,25368.0,36258.0,46973.0,"11,695","5,066",47039
1011,Bandera,Texas,25364.0,49215.0,63387.0,"20,533","8,405",48019
1013,Washington County,Tennessee,25355.0,42075.0,52949.0,"123,891","51,771",47179
1014,McPherson,Nebraska,25339.0,54926.0,57981.0,382,169,31117
1015,Portage,Ohio,25332.0,52697.0,66446.0,"163,387","60,992",39133
1016,Chemung,New York,25329.0,48804.0,60715.0,"88,876","35,622",36015
1017,Logan,Kansas,25328.0,41765.0,59412.0,"2,775","1,282",20109
1018,Wayne,New York,25327.0,52601.0,62677.0,"93,224","36,399",36117
1019,Auglaize,Ohio,25323.0,52239.0,62940.0,"45,906","18,241",39011
1020,Harlan,Nebraska,25322.0,45920.0,55400.0,"3,445","1,573",31083
1021,Gilliam,Oregon,25320.0,44743.0,56667.0,"1,915",883,41021
1022,Poweshiek,Iowa,25318.0,50349.0,66827.0,"18,804","7,488",19157
1023,Tama,Iowa,25311.0,51670.0,60657.0,"17,661","6,794",19171
1024,Newport News City,Virginia,25310.0,51027.0,59514.0,"181,025","69,211",51700
1025,Yellow Medicine,Minnesota,25303.0,52510.0,61389.0,"10,294","4,135",27173
1026,Andrew,Missouri,25302.0,54336.0,67006.0,"17,319","6,691",29003
1027,Henry,Georgia,25299.0,60781.0,67683.0,"206,349","69,238",13151
1028,McClain,Oklahoma,25293.0,54426.0,67537.0,"35,155","12,749",40087
1029,Kings,New York,25289.0,46085.0,51581.0,"2,539,789","916,025",36047
1030,Eau Claire,Wisconsin,25287.0,48090.0,67630.0,"99,788","39,754",55035
1031,Cass,Minnesota,25287.0,45045.0,53277.0,"28,485","12,906",27021
1033,Kewaunee,Wisconsin,25282.0,53588.0,67033.0,"20,578","8,145",55061
1034,Allen,Indiana,25279.0,49370.0,60867.0,"358,324","138,212",18003
1035,Green Lake,Wisconsin,25275.0,46994.0,60358.0,"19,042","8,001",55047
1036,Butler,Iowa,25269.0,52026.0,63153.0,"14,909","6,189",19023
1037,Pima,Arizona,25269.0,45841.0,57757.0,"986,891","384,041",04019
1038,Nemaha,Nebraska,25269.0,42672.0,68516.0,"7,207","3,001",31127
1039,Frontier,Nebraska,25262.0,50227.0,58636.0,"2,568","1,086",31063
1040,Marshall,Kansas,25262.0,44032.0,60625.0,"10,057","4,345",20117
1041,Keya Paha,Nebraska,25251.0,36923.0,44231.0,698,354,31103
1042,Fillmore,Minnesota,25249.0,50657.0,64379.0,"20,870","8,422",27045
1043,Cabarrus,North Carolina,25247.0,53551.0,66058.0,"181,415","64,713",37025
1044,Hampton City,Virginia,25247.0,50705.0,62991.0,"136,957","52,511",51650
1045,Westmoreland,Virginia,25245.0,49157.0,55966.0,"17,532","7,130",51193
1046,Hamlin,South Dakota,25233.0,55563.0,63659.0,"5,925","2,041",46057
1047,Madison,New York,25230.0,53589.0,66688.0,"72,839","26,565",36053
1048,Crawford,Illinois,25214.0,46216.0,59235.0,"19,707","7,731",17033
1049,Knox,Nebraska,25214.0,42230.0,54286.0,"8,617","3,776",31107
1050,Cherry,Nebraska,25213.0,45464.0,54185.0,"5,735","2,618",31031
1051,Caroline,Maryland,25211.0,58632.0,66471.0,"32,871","11,806",24011
1052,Burt,Nebraska,25203.0,46817.0,62449.0,"6,748","2,899",31021
1053,Houston,Georgia,25195.0,54893.0,66233.0,"143,205","52,330",13153
1054,Lincoln,Oregon,25194.0,42365.0,53750.0,"46,070","20,913",41041
1055,Cooke,Texas,25186.0,50067.0,59160.0,"38,484","14,466",48097
1056,Antelope,Nebraska,25186.0,43518.0,54688.0,"6,600","2,855",31003
1057,Yavapai,Arizona,25186.0,42987.0,53015.0,"211,968","91,349",04025
1059,Hood River,Oregon,25181.0,56725.0,64422.0,"22,427","8,144",41027
1060,DeSoto,Mississippi,25176.0,58505.0,64822.0,"163,975","57,979",28033
1061,Hardin,Iowa,25153.0,49342.0,64360.0,"17,453","7,061",19083
1062,Wilkin,Minnesota,25148.0,50507.0,62835.0,"6,576","2,685",27167
1063,Christian,Missouri,25134.0,52838.0,60493.0,"78,724","29,652",29043
1064,Shenandoah,Virginia,25134.0,49625.0,57422.0,"42,270","17,397",51171
1065,Douglas,Wisconsin,25129.0,45418.0,59716.0,"43,994","18,933",55031
1066,Lee,Texas,25123.0,51534.0,66352.0,"16,603","6,078",48287
1067,Big Horn,Wyoming,25119.0,52589.0,61910.0,"11,741","4,462",56003
1068,Haskell,Kansas,25114.0,52415.0,60125.0,"4,219","1,411",20081
1069,Washington County,Virginia,25109.0,41897.0,54606.0,"54,804","22,755",51191
1070,Oneida,New York,25103.0,48729.0,62090.0,"234,206","91,075",36065
1071,Clinton,Missouri,25100.0,53826.0,64341.0,"20,659","8,089",29049
1072,Amelia,Virginia,25100.0,52885.0,61403.0,"12,712","4,808",51007
1073,Iroquois,Illinois,25098.0,47079.0,58930.0,"29,446","11,892",17075
1074,Keith,Nebraska,25097.0,41970.0,58047.0,"8,247","3,786",31101
1075,Tipton,Indiana,25093.0,52686.0,60757.0,"15,834","6,622",18159
1076,Chatham,Georgia,25093.0,45794.0,55978.0,"271,102","102,484",13051
1077,Rutherford,Tennessee,25077.0,55401.0,66755.0,"269,407","96,731",47149
1078,Livingston,Louisiana,25076.0,56811.0,66164.0,"130,192","46,246",22063
1079,Clayton,Iowa,25074.0,47494.0,57348.0,"17,990","7,707",19043
1080,Faribault,Minnesota,25065.0,44264.0,56849.0,"14,430","6,331",27043
1081,Winneshiek,Iowa,25062.0,53122.0,66694.0,"21,038","8,042",19191
1082,Barry,Michigan,25059.0,52186.0,63064.0,"59,121","22,610",26015
1083,Palo Alto,Iowa,25055.0,44663.0,60550.0,"9,352","3,948",19147
1084,Box Butte,Nebraska,25046.0,46373.0,58521.0,"11,312","4,860",31013
1085,Muscatine,Iowa,25038.0,51425.0,60616.0,"42,798","16,410",19139
1086,Lake,Colorado,25029.0,44610.0,57267.0,"7,332","3,079",08065
1087,Limestone,Alabama,25020.0,48619.0,57858.0,"85,264","31,794",01083
1088,Trempealeau,Wisconsin,25017.0,49143.0,61196.0,"29,098","11,745",55121
1089,Burnet,Texas,24998.0,48115.0,58125.0,"43,230","16,588",48053
1090,Montgomery,Ohio,24997.0,43401.0,55971.0,"536,433","222,578",39113
1091,Sierra,California,24996.0,39009.0,52454.0,"3,127","1,253",06091
1092,Mower,Minnesota,24990.0,46004.0,61094.0,"39,252","15,855",27099
1093,Washington County,Colorado,24977.0,44683.0,55606.0,"4,796","2,019",08121
1094,Montgomery,Alabama,24975.0,44790.0,56684.0,"228,980","88,844",01101
1095,Portage,Wisconsin,24972.0,50996.0,65214.0,"70,136","27,975",55097
1096,Sullivan,New York,24963.0,48089.0,60166.0,"77,134","29,531",36105
1097,Kaufman,Texas,24954.0,61194.0,67995.0,"105,220","34,922",48257
1098,Livingston,Illinois,24952.0,54614.0,64978.0,"38,687","14,446",17105
1099,Stevens,Kansas,24950.0,54494.0,63438.0,"5,713","1,936",20189
1100,Aitkin,Minnesota,24939.0,41617.0,50684.0,"16,032","7,741",27001
1101,Saline,Kansas,24935.0,47215.0,55970.0,"55,633","22,173",20169
1102,Garrett,Maryland,24932.0,45206.0,56341.0,"30,014","11,974",24023
1103,St. James,Louisiana,24930.0,55443.0,63632.0,"21,916","7,786",22093
1104,Allamakee,Iowa,24926.0,48831.0,56269.0,"14,242","5,862",19005
1105,Woodward,Oklahoma,24922.0,51867.0,63096.0,"20,483","7,382",40153
1106,Carter,Montana,24921.0,39659.0,60000.0,"1,241",495,30011
1107,Jasper,Iowa,24905.0,50513.0,63418.0,"36,710","14,826",19099
1108,Pottawatomie,Kansas,24892.0,56854.0,71259.0,"22,009","7,974",20149
1109,Kosciusko,Indiana,24881.0,50859.0,60725.0,"77,527","29,705",18085
1110,Hubbard,Minnesota,24880.0,45961.0,55744.0,"20,440","8,670",27057
1111,De Baca,New Mexico,24879.0,37660.0,46534.0,"1,975",689,35011
1112,Orange,Florida,24877.0,47581.0,56830.0,"1,175,416","415,790",12095
1113,Wagoner,Oklahoma,24874.0,55723.0,63730.0,"74,077","27,016",40145
1114,Carbon,Pennsylvania,24861.0,48900.0,57049.0,"65,074","25,903",42025
1115,Dewey,Oklahoma,24860.0,46488.0,57868.0,"4,800","1,830",40043
1116,Alachua,Florida,24857.0,42149.0,62139.0,"249,848","96,043",12001
1117,Kent,Delaware,24851.0,55149.0,64414.0,"165,030","58,524",10001
1118,Washburn,Wisconsin,24850.0,41924.0,52635.0,"15,842","7,348",55129
1119,Kent,Texas,24839.0,46875.0,56016.0,913,401,48263
1120,West Baton Rouge,Louisiana,24838.0,50926.0,64567.0,"24,012","8,820",22121
1121,Sherman,Nebraska,24837.0,41835.0,51469.0,"3,129","1,369",31163
1122,Broome,New York,24835.0,45958.0,59345.0,"199,298","79,763",36007
1123,Benzie,Michigan,24831.0,47366.0,54971.0,"17,474","7,682",26019
1124,Pierce,Nebraska,24830.0,51924.0,62143.0,"7,211","2,916",31139
1125,Buffalo,Nebraska,24830.0,50963.0,67076.0,"46,885","17,705",31019
1126,Effingham,Georgia,24824.0,63030.0,69450.0,"52,961","17,830",13103
1127,Johnson,Texas,24816.0,57535.0,65392.0,"152,384","52,044",48251
1128,Keweenaw,Michigan,24802.0,39038.0,50250.0,"2,181","1,014",26083
1129,Lafourche,Louisiana,24798.0,50572.0,59941.0,"96,755","35,072",22057
1130,Luzerne,Pennsylvania,24793.0,44402.0,58150.0,"320,827","130,880",42079
1131,Jefferson,Missouri,24792.0,54845.0,64116.0,"219,636","80,812",29099
1132,Osage,Kansas,24789.0,50205.0,62512.0,"16,260","6,558",20139
1133,Schleicher,Texas,24787.0,50648.0,70556.0,"3,316","1,078",48413
1134,Ballard,Kentucky,24781.0,44588.0,56414.0,"8,282","3,327",21007
1135,Jefferson,Nebraska,24777.0,44843.0,57234.0,"7,563","3,301",31095
1136,Monterey,California,24775.0,59168.0,63669.0,"420,569","125,428",06053
1137,Fulton,Ohio,24771.0,52856.0,63355.0,"42,601","16,285",39051
1138,Delta,Colorado,24771.0,42078.0,51539.0,"30,659","12,671",08029
1139,Aiken,South Carolina,24769.0,44509.0,56150.0,"161,710","63,388",45003
1140,Albany,Wyoming,24758.0,42774.0,67949.0,"36,745","15,257",56001
1141,Ingham,Michigan,24754.0,45321.0,62971.0,"281,531","108,823",26065
1142,Staunton City,Virginia,24753.0,38501.0,61671.0,"23,989","10,495",51790
1143,Baltimore City,Maryland,24750.0,41385.0,50151.0,"621,445","241,455",24510
1144,Atchison,Missouri,24748.0,44426.0,54247.0,"5,605","2,448",29005
1145,Franklin,Missouri,24742.0,48857.0,60741.0,"101,569","39,263",29071
1146,Orange,Texas,24736.0,49507.0,59926.0,"82,372","31,162",48361
1147,San Jacinto,Texas,24733.0,46107.0,53569.0,"26,669","9,425",48407
1148,Cascade,Montana,24727.0,44963.0,58565.0,"81,621","33,430",30013
1149,Churchill,Nevada,24716.0,49830.0,60951.0,"24,572","9,253",32001
1150,Edwards,Kansas,24714.0,46551.0,55114.0,"2,998","1,269",20047
1151,San Juan,Colorado,24711.0,39583.0,53194.0,659,321,08111
1152,Cayuga,New York,24702.0,51581.0,63082.0,"79,767","31,311",36011
1153,Victoria,Texas,24700.0,50364.0,56062.0,"88,068","32,072",48469
1154,Montague,Texas,24699.0,44231.0,55267.0,"19,668","8,038",48337
1155,Warren,Missouri,24692.0,50830.0,64196.0,"32,667","12,572",29219
1156,Kootenai,Idaho,24685.0,49002.0,56911.0,"140,785","55,679",16055
1157,Russell,Kansas,24683.0,37111.0,48132.0,"6,945","3,317",20167
1158,Morris,Kansas,24680.0,47445.0,57161.0,"5,869","2,503",20127
1159,Clinton,New York,24676.0,50282.0,63665.0,"81,865","31,901",36019
1160,Lincoln,Wisconsin,24669.0,49021.0,61366.0,"28,650","12,513",55069
1161,Norfolk City,Virginia,24659.0,44747.0,51986.0,"244,090","85,557",51710
1162,Asotin,Washington,24659.0,43175.0,55321.0,"21,802","9,058",53003
1163,Macoupin,Illinois,24658.0,49590.0,60309.0,"47,462","19,254",17117
1164,Osceola,Iowa,24653.0,48659.0,63939.0,"6,335","2,676",19143
1165,Dickey,North Dakota,24644.0,47359.0,62298.0,"5,264","2,178",38021
1166,Merrick,Nebraska,24639.0,50859.0,56185.0,"7,802","3,316",31121
1167,Hawaii County,Hawaii,24635.0,51250.0,59862.0,"187,044","64,909",15001
1169,Chippewa,Wisconsin,24628.0,50551.0,61420.0,"62,676","24,456",55017
1170,Custer,Nebraska,24615.0,44873.0,56136.0,"10,872","4,738",31041
1171,Whitley,Indiana,24613.0,51914.0,61149.0,"33,274","13,094",18183
1172,Polk,North Carolina,24611.0,44745.0,53909.0,"20,381","8,788",37149
1173,Dickinson,Michigan,24611.0,44136.0,53342.0,"26,201","11,432",26043
1174,Park,Montana,24611.0,42426.0,56960.0,"15,621","6,445",30067
1175,Davison,South Dakota,24597.0,48341.0,62438.0,"19,622","8,471",46035
1176,Madison,Nebraska,24593.0,46566.0,58592.0,"34,995","13,867",31119
1177,Floyd,Iowa,24590.0,43826.0,56004.0,"16,177","7,007",19067
1178,Dodge,Nebraska,24588.0,48626.0,57827.0,"36,675","15,221",31053
1179,Prince of Wales-Hyder Census Area,Alaska,24581.0,46071.0,53333.0,"5,672","2,240",02198
1180,Moffat,Colorado,24577.0,53231.0,68822.0,"13,447","5,062",08081
1181,Wheeler,Oregon,24575.0,37974.0,46875.0,"1,292",625,41069
1182,Dodge,Wisconsin,24573.0,53075.0,64923.0,"88,598","33,173",55027
1183,Autauga,Alabama,24571.0,53682.0,66349.0,"54,907","20,071",01001
1184,Hartley,Texas,24566.0,65750.0,75527.0,"6,076","1,748",48205
1185,Kimball,Nebraska,24565.0,42180.0,52276.0,"3,779","1,641",31105
